source_file,raw_input,canonical_degree_options,sample_id_example,note
layer1_exact_lookup_training.csv,4-Year B.Tech (Instrumentation Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01601,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech (Mathematics),Bachelor of Engineering|Bachelor of Technology,L1-01049,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech (Mechanical Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00927,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech (Metallurgical Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01801,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech (Mining Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01086,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech (Physics),Bachelor of Engineering|Bachelor of Technology,L1-00798,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech (Production Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01133,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech (Software Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01161,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech (Textile Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01243,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Aerospace Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01727,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Artificial Intelligence and Machine Learning,Bachelor of Engineering|Bachelor of Technology,L1-01076,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Biotechnology Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01851,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Business Administration,Bachelor of Engineering|Bachelor of Technology,L1-01773,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Chemical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01560,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Chemistry,Bachelor of Engineering|Bachelor of Technology,L1-01803,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Civil Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01213,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Computer Science and Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01794,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Cybersecurity,Bachelor of Engineering|Bachelor of Technology,L1-00957,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Data Science,Bachelor of Engineering|Bachelor of Technology,L1-01860,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Electrical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01253,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Electronics and Communication Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01752,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Environmental Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01547,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Finance,Bachelor of Engineering|Bachelor of Technology,L1-00796,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Food Technology,Bachelor of Engineering|Bachelor of Technology,L1-01291,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Information Technology,Bachelor of Engineering|Bachelor of Technology,L1-01556,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Instrumentation Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00747,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Mathematics,Bachelor of Engineering|Bachelor of Technology,L1-01579,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Mechanical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01811,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Metallurgical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01204,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Mining Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00912,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Physics,Bachelor of Engineering|Bachelor of Technology,L1-00684,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Production Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01645,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Software Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00715,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech - Textile Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00750,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Aerospace Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00877,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Artificial Intelligence and Machine Learning,Bachelor of Engineering|Bachelor of Technology,L1-01683,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Biotechnology Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01059,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Business Administration,Bachelor of Engineering|Bachelor of Technology,L1-00744,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Chemical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01384,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Chemistry,Bachelor of Engineering|Bachelor of Technology,L1-00973,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Civil Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01639,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Computer Science and Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01677,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Cybersecurity,Bachelor of Engineering|Bachelor of Technology,L1-01315,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Data Science,Bachelor of Engineering|Bachelor of Technology,L1-01196,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Electrical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01421,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Electronics and Communication Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01706,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Environmental Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00985,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Finance,Bachelor of Engineering|Bachelor of Technology,L1-00816,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Food Technology,Bachelor of Engineering|Bachelor of Technology,L1-01259,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Information Technology,Bachelor of Engineering|Bachelor of Technology,L1-01124,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Instrumentation Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01184,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Mathematics,Bachelor of Engineering|Bachelor of Technology,L1-01449,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Mechanical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01138,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Metallurgical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00761,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Mining Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00808,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Physics,Bachelor of Engineering|Bachelor of Technology,L1-00874,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Production Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00949,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Software Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01482,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech / Textile Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00817,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Aerospace Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00672,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Artificial Intelligence and Machine Learning,Bachelor of Engineering|Bachelor of Technology,L1-01405,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Biotechnology Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00970,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Business Administration,Bachelor of Engineering|Bachelor of Technology,L1-01861,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Chemical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00924,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Chemistry,Bachelor of Engineering|Bachelor of Technology,L1-01783,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Civil Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00671,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Computer Science and Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00685,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Cybersecurity,Bachelor of Engineering|Bachelor of Technology,L1-01775,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Data Science,Bachelor of Engineering|Bachelor of Technology,L1-01484,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Electrical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00587,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Electronics and Communication Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01836,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Environmental Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01084,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Finance,Bachelor of Engineering|Bachelor of Technology,L1-01256,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Food Technology,Bachelor of Engineering|Bachelor of Technology,L1-01494,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Information Technology,Bachelor of Engineering|Bachelor of Technology,L1-01609,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Instrumentation Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01459,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Mathematics,Bachelor of Engineering|Bachelor of Technology,L1-00838,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Mechanical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01053,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Metallurgical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01275,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Mining Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01112,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Physics,Bachelor of Engineering|Bachelor of Technology,L1-01786,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Production Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01134,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Software Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00853,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,4-Year B.Tech in Textile Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00818,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Aerospace Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01862,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Artificial Intelligence and Machine Learning",Bachelor of Engineering|Bachelor of Technology,L1-00774,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Biotechnology Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01098,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Business Administration",Bachelor of Engineering|Bachelor of Technology,L1-00758,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Chemical Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01564,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Chemistry",Bachelor of Engineering|Bachelor of Technology,L1-01258,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Civil Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01795,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Computer Science and Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01010,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Cybersecurity",Bachelor of Engineering|Bachelor of Technology,L1-01567,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Data Science",Bachelor of Engineering|Bachelor of Technology,L1-00681,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Electrical Engineering",Bachelor of Engineering|Bachelor of Technology,L1-00776,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Electronics and Communication Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01574,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Environmental Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01833,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Finance",Bachelor of Engineering|Bachelor of Technology,L1-01367,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Food Technology",Bachelor of Engineering|Bachelor of Technology,L1-00840,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Information Technology",Bachelor of Engineering|Bachelor of Technology,L1-01107,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Instrumentation Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01149,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Mathematics",Bachelor of Engineering|Bachelor of Technology,L1-01374,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Mechanical Engineering",Bachelor of Engineering|Bachelor of Technology,L1-00703,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Metallurgical Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01531,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Mining Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01465,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Physics",Bachelor of Engineering|Bachelor of Technology,L1-00602,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Production Engineering",Bachelor of Engineering|Bachelor of Technology,L1-00759,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Software Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01470,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,"4-Year B.Tech, Textile Engineering",Bachelor of Engineering|Bachelor of Technology,L1-01521,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Aerospace Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00948,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Artificial Intelligence and Machine Learning),Bachelor of Engineering|Bachelor of Technology,L1-01644,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Biotechnology Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01416,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Business Administration),Bachelor of Engineering|Bachelor of Technology,L1-01525,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Chemical Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00839,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Chemistry),Bachelor of Engineering|Bachelor of Technology,L1-01686,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Civil Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00784,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Computer Science and Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01183,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Cybersecurity),Bachelor of Engineering|Bachelor of Technology,L1-01410,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Data Science),Bachelor of Engineering|Bachelor of Technology,L1-01277,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Electrical Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00596,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Electronics and Communication Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01415,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Environmental Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00779,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Finance),Bachelor of Engineering|Bachelor of Technology,L1-01169,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Food Technology),Bachelor of Engineering|Bachelor of Technology,L1-01746,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Information Technology),Bachelor of Engineering|Bachelor of Technology,L1-00792,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Instrumentation Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01187,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Mathematics),Bachelor of Engineering|Bachelor of Technology,L1-01281,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Mechanical Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00755,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Metallurgical Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01741,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Mining Engineering),Bachelor of Engineering|Bachelor of Technology,L1-01302,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Physics),Bachelor of Engineering|Bachelor of Technology,L1-01578,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Production Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00674,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Software Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00622,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech (Textile Engineering),Bachelor of Engineering|Bachelor of Technology,L1-00802,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Aerospace Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01626,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Artificial Intelligence and Machine Learning,Bachelor of Engineering|Bachelor of Technology,L1-01720,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Biotechnology Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00801,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Business Administration,Bachelor of Engineering|Bachelor of Technology,L1-01285,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Chemical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01246,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Chemistry,Bachelor of Engineering|Bachelor of Technology,L1-01151,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Civil Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01617,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Computer Science and Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01033,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Cybersecurity,Bachelor of Engineering|Bachelor of Technology,L1-00591,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Data Science,Bachelor of Engineering|Bachelor of Technology,L1-01650,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Electrical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00984,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Electronics and Communication Engineering,Bachelor of Engineering|Bachelor of Technology,L1-00866,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Environmental Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01591,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Finance,Bachelor of Engineering|Bachelor of Technology,L1-01131,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Food Technology,Bachelor of Engineering|Bachelor of Technology,L1-01047,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Information Technology,Bachelor of Engineering|Bachelor of Technology,L1-01791,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Instrumentation Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01662,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Mathematics,Bachelor of Engineering|Bachelor of Technology,L1-01590,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Mechanical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01835,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Metallurgical Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01360,Exclude from F1 scoring until the business rule is decided.
layer1_exact_lookup_training.csv,B. Tech - Mining Engineering,Bachelor of Engineering|Bachelor of Technology,L1-01689,Exclude from F1 scoring until the business rule is decided.
