expected_label,predicted_label,count,is_correct
Master of Social Work||__NONE__,Master of Science||__NONE__,16,False
Polytechnic Diploma||__NONE__,Post Graduate Diploma||__NONE__,16,False
Bachelor of Arts||__NONE__,Bachelor of Computer Applications||__NONE__,15,False
Bachelor of Social Work||__NONE__,Bachelor of Science||__NONE__,15,False
Master of Business Administration||__NONE__,Bachelor of Engineering||__NONE__,15,False
Doutorado||__NONE__,Doctor of Philosophy||__NONE__,14,False
Master of Fine Arts||__NONE__,Master of Arts||__NONE__,13,False
Bachelor of Architecture||__NONE__,Bachelor of Arts||__NONE__,12,False
Bachelor of Technology||__NONE__,Master of Engineering||__NONE__,12,False
Doctor of Business Administration||__NONE__,Master of Business Administration||__NONE__,12,False
Doctor of Pharmacy||__NONE__,Bachelor of Pharmacy||__NONE__,12,False
Doctorado||__NONE__,Doctor of Philosophy||__NONE__,12,False
General Educational Development||__NONE__,Post Graduate Diploma||__NONE__,12,False
Master of Science||__NONE__,Bachelor of Medicine and Bachelor of Surgery||__NONE__,12,False
VWO Diploma||__NONE__,Post Graduate Diploma||__NONE__,12,False
Bachelor of Commerce||__NONE__,Bachelor of Medicine and Bachelor of Surgery||__NONE__,11,False
Graduate Diploma||__NONE__,Australian||__NONE__,11,False
Graduate Diploma||__NONE__,Australia||__NONE__,11,False
Mestrado||__NONE__,Bachelor of Medicine and Bachelor of Surgery||__NONE__,11,False
Bachelor Degree||__NONE__,Bachelor of Computer Applications||__NONE__,10,False
Bachelor of Architecture||__NONE__,Bachelor of Computer Applications||__NONE__,10,False
Bachelor of Business Administration||__NONE__,Bachelor of Arts||__NONE__,10,False
Bachelor of Computer Applications||__NONE__,Bachelor of Arts||__NONE__,10,False
Bachelor of Laws||__NONE__,Bachelor of Dental Surgery||__NONE__,10,False
Bachelor of Laws||__NONE__,Bachelor of Technology||__NONE__,10,False
Bachelor of Music||__NONE__,Bachelor of Science||__NONE__,10,False
Graduate Certificate||__NONE__,Australian||__NONE__,10,False
Graduate Certificate||__NONE__,Australia||__NONE__,10,False
HBO Bachelor||__NONE__,Bachelor of Science||__NONE__,10,False
Master of Laws||__NONE__,Master of Arts||__NONE__,10,False
Master of Public Administration||__NONE__,Master of Technology||__NONE__,10,False
Mestrado||__NONE__,Master of Science||__NONE__,10,False
WO Bachelor||__NONE__,Bachelor of Technology||__NONE__,10,False
Doctoral Degree||__NONE__,Doctoral||__NONE__,9,False
Ensino Medio||__NONE__,Master of Engineering||__NONE__,9,False
10th Standard||__NONE__,Bachelor of Engineering||__NONE__,8,False
10th Standard||__NONE__,Bachelor of Science||__NONE__,8,False
Associate of Applied Science||__NONE__,Master of Science||__NONE__,8,False
Associate of Arts||__NONE__,Master of Arts||__NONE__,8,False
Bachelor Degree||__NONE__,Bologna Bachelor||__NONE__,8,False
Bachelor Degree||__NONE__,Bologna First Cycle||__NONE__,8,False
Bachelor Degree||__NONE__,CN Bachelor||__NONE__,8,False
Bachelor Degree||__NONE__,China Bachelor||__NONE__,8,False
Bachelor Degree||__NONE__,Chinese Bachelor||__NONE__,8,False
Bachelor Degree||__NONE__,EU Bachelor||__NONE__,8,False
Bachelor Degree||__NONE__,EU First Cycle||__NONE__,8,False
Bachelor Degree||__NONE__,First Cycle||__NONE__,8,False
Bachelor Degree||__NONE__,Higher Education Area Bachelor||__NONE__,8,False
Bachelor Degree||__NONE__,gher Education Area First Cycle||__NONE__,8,False
Bachelor Honours Degree||__NONE__,AU Bachelor Honours||__NONE__,8,False
Bachelor Honours Degree||__NONE__,Australia Bachelor Honours||__NONE__,8,False
Bachelor Honours Degree||__NONE__,Australian Bachelor Honours||__NONE__,8,False
Brevet de Technicien Superieur||__NONE__,Bachelor of Business Administration||__NONE__,8,False
College Diploma||__NONE__,Diploma in Engineering||__NONE__,8,False
Doctor of Psychology||__NONE__,Doctor of Philosophy||__NONE__,8,False
HBO Master||__NONE__,Bachelor of Medicine and Bachelor of Surgery||__NONE__,8,False
High School Diploma||__NONE__,Post Graduate Diploma||__NONE__,8,False
Licenciatura||__NONE__,BR Teaching||__NONE__,8,False
Licenciatura||__NONE__,Brazil Teaching||__NONE__,8,False
Licenciatura||__NONE__,Brazilian Teaching||__NONE__,8,False
Licenciatura||__NONE__,Teaching||__NONE__,8,False
Master of Arts||__NONE__,Bachelor of Arts||__NONE__,8,False
Master of Arts||__NONE__,Master of Science||__NONE__,8,False
Master of Commerce||__NONE__,Bachelor of Commerce||__NONE__,8,False
Master of Computer Applications||__NONE__,Bachelor of Arts||__NONE__,8,False
Master of Public Administration||__NONE__,Master of Arts||__NONE__,8,False
Master of Technology||__NONE__,Bachelor of Commerce||__NONE__,8,False
Master of Technology||__NONE__,Bachelor of Technology||__NONE__,8,False
Polytechnic Diploma||__NONE__,Diploma in Engineering||__NONE__,8,False
Post Graduate Diploma||__NONE__,Bachelor of Arts||__NONE__,8,False
Post Graduate Diploma||__NONE__,Bachelor of Medicine and Bachelor of Surgery||__NONE__,8,False
Titulo de Grado||__NONE__,ES Spanish Bachelor||__NONE__,8,False
Titulo de Grado||__NONE__,Spain Spanish Bachelor||__NONE__,8,False
Titulo de Grado||__NONE__,Spanish Bachelor||__NONE__,8,False
Titulo de Grado||__NONE__,Spanish Spanish Bachelor||__NONE__,8,False
Bachelor Honours Degree||__NONE__,Bachelor Honours||__NONE__,7,False
Master of Science||__NONE__,Master of Engineering||__NONE__,7,False
Associate Degree||__NONE__,Associate||__NONE__,6,False
Associate Degree||__NONE__,JP Associate||__NONE__,6,False
Associate Degree||__NONE__,JP Junior College Associate||__NONE__,6,False
Associate Degree||__NONE__,Japan Associate||__NONE__,6,False
Associate Degree||__NONE__,Japan Junior College Associate||__NONE__,6,False
Associate Degree||__NONE__,Japanese Associate||__NONE__,6,False
Associate Degree||__NONE__,Junior College Associate||__NONE__,6,False
Associate Degree||__NONE__,panese Junior College Associate||__NONE__,6,False
Baccalaureat||__NONE__,Bachelor of Computer Applications||__NONE__,6,False
Bachelor Degree||__NONE__,Bachelor of Engineering||__NONE__,6,False
Bachelor's Degree||__NONE__,Bachelor of Engineering||__NONE__,6,False
Doctoral Degree||__NONE__,AU Doctoral||__NONE__,6,False
Doctoral Degree||__NONE__,Australia Doctoral||__NONE__,6,False
Doctoral Degree||__NONE__,Australian Doctoral||__NONE__,6,False
Doctoral Degree||__NONE__,Bologna Doctoral||__NONE__,6,False
Doctoral Degree||__NONE__,Bologna Third Cycle||__NONE__,6,False
Doctoral Degree||__NONE__,CN Doctoral||__NONE__,6,False
Doctoral Degree||__NONE__,China Doctoral||__NONE__,6,False
Doctoral Degree||__NONE__,Chinese Doctoral||__NONE__,6,False
Doctoral Degree||__NONE__,EU Doctoral||__NONE__,6,False
Doctoral Degree||__NONE__,EU Third Cycle||__NONE__,6,False
Doctoral Degree||__NONE__,Higher Education Area Doctoral||__NONE__,6,False
Doctoral Degree||__NONE__,JP Doctoral||__NONE__,6,False
Doctoral Degree||__NONE__,Japan Doctoral||__NONE__,6,False
Doctoral Degree||__NONE__,Japanese Doctoral||__NONE__,6,False
Doctoral Degree||__NONE__,Third Cycle||__NONE__,6,False
Doctoral Degree||__NONE__,gher Education Area Third Cycle||__NONE__,6,False
Honours Degree||__NONE__,Honours||__NONE__,6,False
Honours Degree||__NONE__,South Africa Honours||__NONE__,6,False
Honours Degree||__NONE__,South African Honours||__NONE__,6,False
Honours Degree||__NONE__,ZA Honours||__NONE__,6,False
Laurea Magistrale a Ciclo Unico||__NONE__,IT Single Cycle||__NONE__,6,False
Laurea Magistrale a Ciclo Unico||__NONE__,Italian Single Cycle||__NONE__,6,False
Laurea Magistrale a Ciclo Unico||__NONE__,Italy Single Cycle||__NONE__,6,False
Laurea Magistrale a Ciclo Unico||__NONE__,Single Cycle||__NONE__,6,False
Master Degree||__NONE__,Bologna Master||__NONE__,6,False
Master Degree||__NONE__,Bologna Second Cycle||__NONE__,6,False
Master Degree||__NONE__,CN Master||__NONE__,6,False
Master Degree||__NONE__,China Master||__NONE__,6,False
Master Degree||__NONE__,Chinese Master||__NONE__,6,False
Master Degree||__NONE__,EU Master||__NONE__,6,False
Master Degree||__NONE__,EU Second Cycle||__NONE__,6,False
Master Degree||__NONE__,Master||__NONE__,6,False
Master Degree||__NONE__,Second Cycle||__NONE__,6,False
Master Degree||__NONE__,an Higher Education Area Master||__NONE__,6,False
Master Degree||__NONE__,her Education Area Second Cycle||__NONE__,6,False
New Zealand Diploma||__NONE__,Post Graduate Diploma||__NONE__,6,False
Tecnologo||__NONE__,BR Technology||__NONE__,6,False
Tecnologo||__NONE__,Brazil Technology||__NONE__,6,False
Tecnologo||__NONE__,Brazilian Technology||__NONE__,6,False
Tecnologo||__NONE__,Technology||__NONE__,6,False
Bachelor Degree||__NONE__,Bachelor of Technology||__NONE__,5,False
Bachelor Honours Degree||__NONE__,Bachelor of Engineering||__NONE__,5,False
Bachelor of Arts||__NONE__,Bachelor of Science||__NONE__,5,False
Bachelor of Business Administration||__NONE__,Bachelor of Technology||__NONE__,5,False
Bachelor of Fine Arts||__NONE__,Bachelor of Business Administration||__NONE__,5,False
Bachelor of Fine Arts||__NONE__,Bachelor of Computer Applications||__NONE__,5,False
Bachelor of Music||__NONE__,Bachelor of Commerce||__NONE__,5,False
Bachelor of Music||__NONE__,Master of Business Administration||__NONE__,5,False
Bachelor of Science||__NONE__,Bachelor of Engineering||__NONE__,5,False
Bachelor of Science||__NONE__,Bachelor of Medicine and Bachelor of Surgery||__NONE__,5,False
Diplom||__NONE__,DE Diplom||__NONE__,5,False
Diplom||__NONE__,German Diplom||__NONE__,5,False
Diplom||__NONE__,Germany Diplom||__NONE__,5,False
Foundation Degree||__NONE__,Bachelor of Dental Surgery||__NONE__,5,False
HBO Bachelor||__NONE__,Bachelor of Arts||__NONE__,5,False
Master of Business Administration||__NONE__,Master of Engineering||__NONE__,5,False
WO Bachelor||__NONE__,Bachelor of Arts||__NONE__,5,False
10th Standard||__NONE__,12th Standard||__NONE__,4,False
Associate of Arts||__NONE__,Bachelor of Computer Applications||__NONE__,4,False
Bachelor Degree||__NONE__,BSc||__NONE__,4,False
Diploma of Higher Education||__NONE__,Diploma in Engineering||__NONE__,4,False
Diplome d'Ingenieur||__NONE__,Ingenieur||__NONE__,4,False
Doctor of Business Administration||__NONE__,Bachelor of Arts||__NONE__,4,False
Doctor of Business Administration||__NONE__,Bachelor of Business Administration||__NONE__,4,False
Doctor of Business Administration||__NONE__,Bachelor of Computer Applications||__NONE__,4,False
Doctor of Business Administration||__NONE__,Bachelor of Dental Surgery||__NONE__,4,False
Doctor of Medicine||__NONE__,Master of Science||__NONE__,4,False
Doctor of Nursing Practice||__NONE__,Bachelor of Pharmacy||__NONE__,4,False
Doctoral Degree||__NONE__,Bachelor of Medicine and Bachelor of Surgery||__NONE__,4,False
HBO Bachelor||__NONE__,ty of Applied Sciences Bachelor||__NONE__,4,False
HBO Master||__NONE__,Bachelor of Commerce||__NONE__,4,False
HBO Master||__NONE__,Master of Science||__NONE__,4,False
High School Diploma||__NONE__,Bachelor of Dental Surgery||__NONE__,4,False
Higher Certificate||__NONE__,12th Standard||__NONE__,4,False
Honours Degree||__NONE__,Bachelor of Arts||__NONE__,4,False
Honours Degree||__NONE__,Bachelor of Engineering||__NONE__,4,False
Magister Artium||__NONE__,Master of Arts||__NONE__,4,False
Master Degree||__NONE__,MSc||__NONE__,4,False
Master Degree||__NONE__,Master of Computer Applications||__NONE__,4,False
Master Universitario||__NONE__,Master of Commerce||__NONE__,4,False
Master Universitario||__NONE__,Master of Science||__NONE__,4,False
Master Universitario||__NONE__,s Degree||__NONE__,4,False
Master of Applied Science||__NONE__,Master of Computer Applications||__NONE__,4,False
Master of Business Administration||__NONE__,Bachelor of Medicine and Bachelor of Surgery||__NONE__,4,False
Master of Business Administration||__NONE__,Master of Technology||__NONE__,4,False
Master of Computer Applications||__NONE__,Bachelor of Computer Applications||__NONE__,4,False
Master of Engineering||__NONE__,Master of Technology||__NONE__,4,False
Master of Fine Arts||__NONE__,Master of Computer Applications||__NONE__,4,False
Master of Public Health||__NONE__,Master of Arts||__NONE__,4,False
Master of Research||__NONE__,Master of Engineering||__NONE__,4,False
Master of Research||__NONE__,Master of Science||__NONE__,4,False
Master's Degree||__NONE__,Master of Engineering||__NONE__,4,False
Master's Degree||__NONE__,s Degree||__NONE__,4,False
Master||__NONE__,Master of Engineering||__NONE__,4,False
Mestrado||__NONE__,Bachelor of Science||__NONE__,4,False
Senior Secondary Certificate of Education||__NONE__,10th Standard||__NONE__,4,False
WO Master||__NONE__,Master of Technology||__NONE__,4,False
Baccalaureat||__NONE__,Bachelor of Arts||__NONE__,3,False
Baccalaureat||__NONE__,Bachelor of Business Administration||__NONE__,3,False
Bachelor of Commerce||__NONE__,Bachelor of Computer Applications||__NONE__,3,False
Bachelor's Degree||__NONE__,s Degree||__NONE__,3,False
Diploma di Maturita||__NONE__,10th Standard||__NONE__,3,False
Diplom||__NONE__,Post Graduate Diploma||__NONE__,3,False
Ensino Medio||__NONE__,Bachelor of Engineering||__NONE__,3,False
Magister Artium||__NONE__,Master of Computer Applications||__NONE__,3,False
Magister Artium||__NONE__,Master of Engineering||__NONE__,3,False
Master of Applied Science||__NONE__,Master of Engineering||__NONE__,3,False
New Zealand Diploma||__NONE__,Diploma in Engineering||__NONE__,3,False
Bachelor of Commerce||__NONE__,Hons||__NONE__,2,False
Bachelor of Laws||__NONE__,Bachelor of Commerce||__NONE__,2,False
Master of Commerce||__NONE__,Master of Computer Applications||__NONE__,2,False
Master of Technology||__NONE__,Bachelor of Computer Applications||__NONE__,2,False
Associate of Applied Science||__NONE__,A A S||__NONE__,1,False
Associate of Applied Science||__NONE__,AAS||__NONE__,1,False
Associate of Applied Science||__NONE__,Applied Science Associate||__NONE__,1,False
Associate of Applied Science||__NONE__,US A A S||__NONE__,1,False
Associate of Applied Science||__NONE__,US AAS||__NONE__,1,False
Associate of Applied Science||__NONE__,US Applied Science Associate||__NONE__,1,False
Associate of Applied Science||__NONE__,US Associate of Applied Science||__NONE__,1,False
Associate of Applied Science||__NONE__,United States A A S||__NONE__,1,False
Associate of Applied Science||__NONE__,United States AAS||__NONE__,1,False
Associate of Applied Science||__NONE__,es Associate of Applied Science||__NONE__,1,False
Associate of Applied Science||__NONE__,tates Applied Science Associate||__NONE__,1,False
Associate of Arts||__NONE__,A A||__NONE__,1,False
Associate of Arts||__NONE__,Associate Arts||__NONE__,1,False
Associate of Arts||__NONE__,US A A||__NONE__,1,False
Associate of Arts||__NONE__,US AA||__NONE__,1,False
Associate of Arts||__NONE__,US Associate Arts||__NONE__,1,False
Associate of Arts||__NONE__,US Associate of Arts||__NONE__,1,False
Associate of Arts||__NONE__,United States A A||__NONE__,1,False
Associate of Arts||__NONE__,United States AA||__NONE__,1,False
Associate of Arts||__NONE__,United States Associate Arts||__NONE__,1,False
Associate of Arts||__NONE__,United States Associate of Arts||__NONE__,1,False
Associate of Science||__NONE__,A S||__NONE__,1,False
Associate of Science||__NONE__,Associate Science||__NONE__,1,False
Associate of Science||__NONE__,US A S||__NONE__,1,False
Associate of Science||__NONE__,US AS||__NONE__,1,False
Associate of Science||__NONE__,US Associate Science||__NONE__,1,False
Associate of Science||__NONE__,United States A S||__NONE__,1,False
Associate of Science||__NONE__,United States AS||__NONE__,1,False
Associate of Science||__NONE__,United States Associate Science||__NONE__,1,False
Associate of Science||__NONE__,ted States Associate of Science||__NONE__,1,False
Bacharelado||__NONE__,BR Bacharelado||__NONE__,1,False
Bacharelado||__NONE__,BR Bacharel||__NONE__,1,False
Bacharelado||__NONE__,BR Bachelor Brazil||__NONE__,1,False
Bacharelado||__NONE__,Bacharel||__NONE__,1,False
Bacharelado||__NONE__,Bachelor Brazil||__NONE__,1,False
Bacharelado||__NONE__,Brazil Bacharelado||__NONE__,1,False
Bacharelado||__NONE__,Brazil Bacharel||__NONE__,1,False
Bacharelado||__NONE__,Brazil Bachelor Brazil||__NONE__,1,False
Bacharelado||__NONE__,Brazilian Bacharelado||__NONE__,1,False
Bacharelado||__NONE__,Brazilian Bacharel||__NONE__,1,False
Bacharelado||__NONE__,Brazilian Bachelor Brazil||__NONE__,1,False
Bachelor Degree||__NONE__,B A B S C||__NONE__,1,False
Bachelor Degree||__NONE__,B.A.B.S.C.||__NONE__,1,False
Bachelor Degree||__NONE__,Bologna B A B S C||__NONE__,1,False
Bachelor Degree||__NONE__,Bologna B.A.B.S.C.||__NONE__,1,False
Bachelor Degree||__NONE__,Bologna Bologna Bachelor||__NONE__,1,False
Bachelor Degree||__NONE__,CN Chinese Bachelor||__NONE__,1,False
Bachelor Degree||__NONE__,CN Xueshi||__NONE__,1,False
Bachelor Degree||__NONE__,China Chinese Bachelor||__NONE__,1,False
Bachelor Degree||__NONE__,China Xueshi||__NONE__,1,False
Bachelor Degree||__NONE__,Chinese Chinese Bachelor||__NONE__,1,False
Bachelor Degree||__NONE__,Chinese Xueshi||__NONE__,1,False
Bachelor Degree||__NONE__,EU B A B S C||__NONE__,1,False
Bachelor Degree||__NONE__,EU B.A.B.S.C.||__NONE__,1,False
Bachelor Degree||__NONE__,EU Bologna Bachelor||__NONE__,1,False
Bachelor Degree||__NONE__,Education Area Bologna Bachelor||__NONE__,1,False
Bachelor Degree||__NONE__,Higher Education Area B A B S C||__NONE__,1,False
Bachelor Degree||__NONE__,Xueshi||__NONE__,1,False
Bachelor Degree||__NONE__,igher Education Area B.A.B.S.C.||__NONE__,1,False
Bachelor Honours Degree||__NONE__,AU B H O N||__NONE__,1,False
Bachelor Honours Degree||__NONE__,AU BHon||__NONE__,1,False
Bachelor Honours Degree||__NONE__,AU Bachelor with Honours||__NONE__,1,False
Bachelor Honours Degree||__NONE__,Australia B H O N||__NONE__,1,False
Bachelor Honours Degree||__NONE__,Australia BHon||__NONE__,1,False
Bachelor Honours Degree||__NONE__,Australia Bachelor with Honours||__NONE__,1,False
Bachelor Honours Degree||__NONE__,Australian B H O N||__NONE__,1,False
Bachelor Honours Degree||__NONE__,Australian BHon||__NONE__,1,False
Bachelor Honours Degree||__NONE__,B H O N||__NONE__,1,False
Bachelor Honours Degree||__NONE__,BHon||__NONE__,1,False
