expected_label,predicted_label,count,is_correct
Bachelor of Architecture,Bachelor of Arts,12,False
Bachelor of Technology,Master of Engineering,12,False
Doctor of Business Administration,Master of Business Administration,12,False
Doctor of Pharmacy,Bachelor of Pharmacy,12,False
Doctorado,Doctor of Philosophy,12,False
General Educational Development,Post Graduate Diploma,12,False
Master of Science,Bachelor of Medicine and Bachelor of Surgery,12,False
VWO Diploma,Post Graduate Diploma,12,False
Bachelor of Commerce,Bachelor of Medicine and Bachelor of Surgery,11,False
Graduate Diploma,Australia,11,False
Graduate Diploma,Australian,11,False
Mestrado,Bachelor of Medicine and Bachelor of Surgery,11,False
Bachelor Degree,Bachelor of Computer Applications,10,False
Bachelor of Architecture,Bachelor of Computer Applications,10,False
Bachelor of Business Administration,Bachelor of Arts,10,False
Bachelor of Computer Applications,Bachelor of Arts,10,False
Bachelor of Laws,Bachelor of Dental Surgery,10,False
Bachelor of Laws,Bachelor of Technology,10,False
Bachelor of Music,Bachelor of Science,10,False
Graduate Certificate,Australia,10,False
Graduate Certificate,Australian,10,False
HBO Bachelor,Bachelor of Science,10,False
Master of Laws,Master of Arts,10,False
Master of Public Administration,Master of Technology,10,False
Mestrado,Master of Science,10,False
WO Bachelor,Bachelor of Technology,10,False
Doctoral Degree,Doctoral,9,False
Ensino Medio,Master of Engineering,9,False
10th Standard,Bachelor of Engineering,8,False
10th Standard,Bachelor of Science,8,False
Associate of Applied Science,Master of Science,8,False
Associate of Arts,Master of Arts,8,False
Bachelor Degree,Bologna Bachelor,8,False
Bachelor Degree,Bologna First Cycle,8,False
Bachelor Degree,CN Bachelor,8,False
Bachelor Degree,China Bachelor,8,False
Bachelor Degree,Chinese Bachelor,8,False
Bachelor Degree,EU Bachelor,8,False
Bachelor Degree,EU First Cycle,8,False
Bachelor Degree,First Cycle,8,False
Bachelor Degree,Higher Education Area Bachelor,8,False
Bachelor Degree,gher Education Area First Cycle,8,False
Bachelor Honours Degree,AU Bachelor Honours,8,False
Bachelor Honours Degree,Australia Bachelor Honours,8,False
Bachelor Honours Degree,Australian Bachelor Honours,8,False
Brevet de Technicien Superieur,Bachelor of Business Administration,8,False
College Diploma,Diploma in Engineering,8,False
Doctor of Psychology,Doctor of Philosophy,8,False
HBO Master,Bachelor of Medicine and Bachelor of Surgery,8,False
High School Diploma,Post Graduate Diploma,8,False
Licenciatura,BR Teaching,8,False
Licenciatura,Brazil Teaching,8,False
Licenciatura,Brazilian Teaching,8,False
Licenciatura,Teaching,8,False
Master of Arts,Bachelor of Arts,8,False
Master of Arts,Master of Science,8,False
Master of Commerce,Bachelor of Commerce,8,False
Master of Computer Applications,Bachelor of Arts,8,False
Master of Public Administration,Master of Arts,8,False
Master of Technology,Bachelor of Commerce,8,False
Master of Technology,Bachelor of Technology,8,False
Polytechnic Diploma,Diploma in Engineering,8,False
Post Graduate Diploma,Bachelor of Arts,8,False
Post Graduate Diploma,Bachelor of Medicine and Bachelor of Surgery,8,False
Titulo de Grado,ES Spanish Bachelor,8,False
Titulo de Grado,Spain Spanish Bachelor,8,False
Titulo de Grado,Spanish Bachelor,8,False
Titulo de Grado,Spanish Spanish Bachelor,8,False
Bachelor Honours Degree,Bachelor Honours,7,False
Master of Science,Master of Engineering,7,False
Associate Degree,Associate,6,False
Associate Degree,JP Associate,6,False
Associate Degree,JP Junior College Associate,6,False
Associate Degree,Japan Associate,6,False
Associate Degree,Japan Junior College Associate,6,False
Associate Degree,Japanese Associate,6,False
Associate Degree,Junior College Associate,6,False
Associate Degree,panese Junior College Associate,6,False
Baccalaureat,Bachelor of Computer Applications,6,False
Bachelor Degree,Bachelor of Engineering,6,False
Bachelor's Degree,Bachelor of Engineering,6,False
Doctoral Degree,AU Doctoral,6,False
Doctoral Degree,Australia Doctoral,6,False
Doctoral Degree,Australian Doctoral,6,False
Doctoral Degree,Bologna Doctoral,6,False
Doctoral Degree,Bologna Third Cycle,6,False
Doctoral Degree,CN Doctoral,6,False
Doctoral Degree,China Doctoral,6,False
Doctoral Degree,Chinese Doctoral,6,False
Doctoral Degree,EU Doctoral,6,False
Doctoral Degree,EU Third Cycle,6,False
Doctoral Degree,Higher Education Area Doctoral,6,False
Doctoral Degree,JP Doctoral,6,False
Doctoral Degree,Japan Doctoral,6,False
Doctoral Degree,Japanese Doctoral,6,False
Doctoral Degree,Third Cycle,6,False
Doctoral Degree,gher Education Area Third Cycle,6,False
Honours Degree,Honours,6,False
Honours Degree,South Africa Honours,6,False
Honours Degree,South African Honours,6,False
Honours Degree,ZA Honours,6,False
Laurea Magistrale a Ciclo Unico,IT Single Cycle,6,False
Laurea Magistrale a Ciclo Unico,Italian Single Cycle,6,False
Laurea Magistrale a Ciclo Unico,Italy Single Cycle,6,False
Laurea Magistrale a Ciclo Unico,Single Cycle,6,False
Master Degree,Bologna Master,6,False
Master Degree,Bologna Second Cycle,6,False
Master Degree,CN Master,6,False
Master Degree,China Master,6,False
Master Degree,Chinese Master,6,False
Master Degree,EU Master,6,False
Master Degree,EU Second Cycle,6,False
Master Degree,Master,6,False
Master Degree,Second Cycle,6,False
Master Degree,an Higher Education Area Master,6,False
Master Degree,her Education Area Second Cycle,6,False
New Zealand Diploma,Post Graduate Diploma,6,False
Tecnologo,BR Technology,6,False
Tecnologo,Brazil Technology,6,False
Tecnologo,Brazilian Technology,6,False
Tecnologo,Technology,6,False
Bachelor Degree,Bachelor of Technology,5,False
Bachelor Honours Degree,Bachelor of Engineering,5,False
Bachelor of Arts,Bachelor of Science,5,False
Bachelor of Business Administration,Bachelor of Technology,5,False
Bachelor of Fine Arts,Bachelor of Business Administration,5,False
Bachelor of Fine Arts,Bachelor of Computer Applications,5,False
Bachelor of Music,Bachelor of Commerce,5,False
Bachelor of Music,Master of Business Administration,5,False
Bachelor of Science,Bachelor of Engineering,5,False
Bachelor of Science,Bachelor of Medicine and Bachelor of Surgery,5,False
Diplom,DE Diplom,5,False
Diplom,German Diplom,5,False
Diplom,Germany Diplom,5,False
Foundation Degree,Bachelor of Dental Surgery,5,False
HBO Bachelor,Bachelor of Arts,5,False
Master of Business Administration,Master of Engineering,5,False
WO Bachelor,Bachelor of Arts,5,False
10th Standard,12th Standard,4,False
Associate of Arts,Bachelor of Computer Applications,4,False
Bachelor Degree,BSc,4,False
Diploma of Higher Education,Diploma in Engineering,4,False
Diplome d'Ingenieur,Ingenieur,4,False
Doctor of Business Administration,Bachelor of Arts,4,False
Doctor of Business Administration,Bachelor of Business Administration,4,False
Doctor of Business Administration,Bachelor of Computer Applications,4,False
Doctor of Business Administration,Bachelor of Dental Surgery,4,False
Doctor of Medicine,Master of Science,4,False
Doctor of Nursing Practice,Bachelor of Pharmacy,4,False
Doctoral Degree,Bachelor of Medicine and Bachelor of Surgery,4,False
HBO Bachelor,ty of Applied Sciences Bachelor,4,False
HBO Master,Bachelor of Commerce,4,False
HBO Master,Master of Science,4,False
High School Diploma,Bachelor of Dental Surgery,4,False
Higher Certificate,12th Standard,4,False
Honours Degree,Bachelor of Arts,4,False
Honours Degree,Bachelor of Engineering,4,False
Magister Artium,Master of Arts,4,False
Master,Master of Engineering,4,False
Master Degree,MSc,4,False
Master Degree,Master of Computer Applications,4,False
Master Universitario,Master of Commerce,4,False
Master Universitario,Master of Science,4,False
Master Universitario,s Degree,4,False
Master of Applied Science,Master of Computer Applications,4,False
Master of Business Administration,Bachelor of Medicine and Bachelor of Surgery,4,False
Master of Business Administration,Master of Technology,4,False
Master of Computer Applications,Bachelor of Computer Applications,4,False
Master of Engineering,Master of Technology,4,False
Master of Fine Arts,Master of Computer Applications,4,False
Master of Public Health,Master of Arts,4,False
Master of Research,Master of Engineering,4,False
Master of Research,Master of Science,4,False
Master's Degree,Master of Engineering,4,False
Master's Degree,s Degree,4,False
Mestrado,Bachelor of Science,4,False
Senior Secondary Certificate of Education,10th Standard,4,False
WO Master,Master of Technology,4,False
Baccalaureat,Bachelor of Arts,3,False
Baccalaureat,Bachelor of Business Administration,3,False
Bachelor of Commerce,Bachelor of Computer Applications,3,False
Bachelor's Degree,s Degree,3,False
Diplom,Post Graduate Diploma,3,False
Diploma di Maturita,10th Standard,3,False
Ensino Medio,Bachelor of Engineering,3,False
Magister Artium,Master of Computer Applications,3,False
Magister Artium,Master of Engineering,3,False
Master of Applied Science,Master of Engineering,3,False
New Zealand Diploma,Diploma in Engineering,3,False
Bachelor of Commerce,Hons,2,False
Bachelor of Laws,Bachelor of Commerce,2,False
Master of Commerce,Master of Computer Applications,2,False
Master of Technology,Bachelor of Computer Applications,2,False
Associate of Applied Science,A A S,1,False
Associate of Applied Science,AAS,1,False
Associate of Applied Science,Applied Science Associate,1,False
Associate of Applied Science,US A A S,1,False
Associate of Applied Science,US AAS,1,False
Associate of Applied Science,US Applied Science Associate,1,False
Associate of Applied Science,US Associate of Applied Science,1,False
Associate of Applied Science,United States A A S,1,False
Associate of Applied Science,United States AAS,1,False
Associate of Applied Science,es Associate of Applied Science,1,False
Associate of Applied Science,tates Applied Science Associate,1,False
Associate of Arts,A A,1,False
Associate of Arts,Associate Arts,1,False
Associate of Arts,US A A,1,False
Associate of Arts,US AA,1,False
Associate of Arts,US Associate Arts,1,False
Associate of Arts,US Associate of Arts,1,False
Associate of Arts,United States A A,1,False
Associate of Arts,United States AA,1,False
Associate of Arts,United States Associate Arts,1,False
Associate of Arts,United States Associate of Arts,1,False
Associate of Science,A S,1,False
Associate of Science,Associate Science,1,False
Associate of Science,US A S,1,False
Associate of Science,US AS,1,False
Associate of Science,US Associate Science,1,False
Associate of Science,United States A S,1,False
Associate of Science,United States AS,1,False
Associate of Science,United States Associate Science,1,False
Associate of Science,ted States Associate of Science,1,False
Bacharelado,BR Bacharel,1,False
Bacharelado,BR Bacharelado,1,False
Bacharelado,BR Bachelor Brazil,1,False
Bacharelado,Bacharel,1,False
Bacharelado,Bachelor Brazil,1,False
Bacharelado,Brazil Bacharel,1,False
Bacharelado,Brazil Bacharelado,1,False
Bacharelado,Brazil Bachelor Brazil,1,False
Bacharelado,Brazilian Bacharel,1,False
Bacharelado,Brazilian Bacharelado,1,False
Bacharelado,Brazilian Bachelor Brazil,1,False
Bachelor Degree,B A B S C,1,False
Bachelor Degree,B.A.B.S.C.,1,False
Bachelor Degree,Bologna B A B S C,1,False
Bachelor Degree,Bologna B.A.B.S.C.,1,False
Bachelor Degree,Bologna Bologna Bachelor,1,False
Bachelor Degree,CN Chinese Bachelor,1,False
Bachelor Degree,CN Xueshi,1,False
Bachelor Degree,China Chinese Bachelor,1,False
Bachelor Degree,China Xueshi,1,False
Bachelor Degree,Chinese Chinese Bachelor,1,False
Bachelor Degree,Chinese Xueshi,1,False
Bachelor Degree,EU B A B S C,1,False
Bachelor Degree,EU B.A.B.S.C.,1,False
Bachelor Degree,EU Bologna Bachelor,1,False
Bachelor Degree,Education Area Bologna Bachelor,1,False
Bachelor Degree,Higher Education Area B A B S C,1,False
Bachelor Degree,Xueshi,1,False
Bachelor Degree,igher Education Area B.A.B.S.C.,1,False
Bachelor Honours Degree,AU B H O N,1,False
Bachelor Honours Degree,AU BHon,1,False
Bachelor Honours Degree,AU Bachelor with Honours,1,False
Bachelor Honours Degree,Australia B H O N,1,False
Bachelor Honours Degree,Australia BHon,1,False
Bachelor Honours Degree,Australia Bachelor with Honours,1,False
Bachelor Honours Degree,Australian B H O N,1,False
Bachelor Honours Degree,Australian BHon,1,False
Bachelor Honours Degree,B H O N,1,False
Bachelor Honours Degree,BHon,1,False
Bachelor Honours Degree,Bachelor with Honours,1,False
Bachelor Honours Degree,ustralian Bachelor with Honours,1,False
Bachelor of Architecture,B A R C H,1,False
Bachelor of Architecture,BArch,1,False
Bachelor of Architecture,States Bachelor of Architecture,1,False
Bachelor of Architecture,US B A R C H,1,False
Bachelor of Architecture,US BArch,1,False
Bachelor of Architecture,United States B A R C H,1,False
Bachelor of Architecture,United States BArch,1,False
Bachelor of Arts,A B,1,False
Bachelor of Arts,Artium Baccalaureus,1,False
Bachelor of Arts,BA Hons Hons,1,False
Bachelor of Arts,BAHONSHONS,1,False
Bachelor of Arts,IN B A,1,False
Bachelor of Arts,IN BA,1,False
Bachelor of Arts,IN BA Hons Hons,1,False
Bachelor of Arts,IN BAHONSHONS,1,False
Bachelor of Arts,India B A,1,False
Bachelor of Arts,India BA,1,False
Bachelor of Arts,India BA Hons Hons,1,False
Bachelor of Arts,India BAHONS,1,False
Bachelor of Arts,India BAHONSHONS,1,False
Bachelor of Arts,Indian B A,1,False
Bachelor of Arts,Indian BA,1,False
Bachelor of Arts,Indian BA Hons Hons,1,False
Bachelor of Arts,Indian BAHONS,1,False
Bachelor of Arts,Indian BAHONSHONS,1,False
Bachelor of Arts,UK B A,1,False
Bachelor of Arts,UK BA,1,False
Bachelor of Arts,UK BA Hons,1,False
Bachelor of Arts,UK BAHONS,1,False
Bachelor of Arts,US A B,1,False
Bachelor of Arts,US AB,1,False
Bachelor of Arts,US Artium Baccalaureus,1,False
Bachelor of Arts,US B A,1,False
Bachelor of Arts,US BA,1,False
Bachelor of Arts,United Kingdom B A,1,False
Bachelor of Arts,United Kingdom BA,1,False
Bachelor of Arts,United Kingdom BA Hons,1,False
Bachelor of Arts,United Kingdom BAHONS,1,False
Bachelor of Arts,United Kingdom Bachelor of Arts,1,False
Bachelor of Arts,United States A B,1,False
Bachelor of Arts,United States AB,1,False
Bachelor of Arts,United States B A,1,False
Bachelor of Arts,United States BA,1,False
Bachelor of Arts,United States Bachelor of Arts,1,False
Bachelor of Arts,ited States Artium Baccalaureus,1,False
Bachelor of Arts,m Bachelor of Arts with Honours,1,False
Bachelor of Business Administration,B.B.A. Hons,1,False
Bachelor of Business Administration,BBAHONS,1,False
Bachelor of Business Administration,IN B.B.A. Hons,1,False
Bachelor of Business Administration,IN BBA,1,False
Bachelor of Business Administration,IN BBAHONS,1,False
Bachelor of Business Administration,India B B A,1,False
Bachelor of Business Administration,India B B A Hons,1,False
Bachelor of Business Administration,India B.B.A. Hons,1,False
Bachelor of Business Administration,India BBA,1,False
Bachelor of Business Administration,India BBAHONS,1,False
Bachelor of Business Administration,Indian B B A,1,False
Bachelor of Business Administration,Indian B B A Hons,1,False
Bachelor of Business Administration,Indian B.B.A. Hons,1,False
Bachelor of Business Administration,Indian BBA,1,False
Bachelor of Business Administration,Indian BBAHONS,1,False
Bachelor of Business Administration,US B B A,1,False
Bachelor of Business Administration,US BBA,1,False
Bachelor of Business Administration,United States B B A,1,False
Bachelor of Business Administration,United States BBA,1,False
Bachelor of Commerce,B C O M M,1,False
Bachelor of Commerce,BComm,1,False
Bachelor of Commerce,CA B C O M,1,False
Bachelor of Commerce,CA B C O M M,1,False
Bachelor of Commerce,CA BCom,1,False
Bachelor of Commerce,CA BComm,1,False
Bachelor of Commerce,Canada B C O M,1,False
Bachelor of Commerce,Canada B C O M M,1,False
Bachelor of Commerce,Canada B Com,1,False
Bachelor of Commerce,Canada BCom,1,False
Bachelor of Commerce,Canada BComm,1,False
Bachelor of Commerce,Canadian B C O M,1,False
Bachelor of Commerce,Canadian B C O M M,1,False
Bachelor of Commerce,Canadian B Com,1,False
Bachelor of Commerce,Canadian BCom,1,False
Bachelor of Commerce,Canadian BComm,1,False
Bachelor of Commerce,IN B C O M,1,False
Bachelor of Commerce,India B C O M,1,False
Bachelor of Commerce,India B Com,1,False
Bachelor of Commerce,India B. Com Hons,1,False
Bachelor of Commerce,India BCOM,1,False
Bachelor of Commerce,India BCOMHONS,1,False
Bachelor of Commerce,India BCom Hons,1,False
Bachelor of Commerce,Indian B C O M,1,False
Bachelor of Commerce,Indian B Com,1,False
Bachelor of Commerce,Indian B. Com Hons,1,False
Bachelor of Commerce,Indian BCOM,1,False
Bachelor of Commerce,Indian BCOMHONS,1,False
Bachelor of Commerce,Indian BCom Hons,1,False
Bachelor of Computer Applications,BCA,1,False
Bachelor of Computer Applications,BCAHONS,1,False
Bachelor of Computer Applications,IN BCA,1,False
Bachelor of Computer Applications,IN BCAHONS,1,False
Bachelor of Computer Applications,India B C A,1,False
Bachelor of Computer Applications,India BCA,1,False
Bachelor of Computer Applications,India BCAHONS,1,False
Bachelor of Computer Applications,Indian B C A,1,False
Bachelor of Computer Applications,Indian BCA,1,False
Bachelor of Computer Applications,Indian BCAHONS,1,False
Bachelor of Engineering,BEHONSHONS,1,False
Bachelor of Engineering,DE B E N G,1,False
Bachelor of Engineering,DE BEng,1,False
Bachelor of Engineering,German B E N G,1,False
Bachelor of Engineering,German BEng,1,False
Bachelor of Engineering,Germany B E N G,1,False
Bachelor of Engineering,Germany BEng,1,False
Bachelor of Engineering,IN B E,1,False
Bachelor of Engineering,IN B E N G,1,False
Bachelor of Engineering,IN BE,1,False
Bachelor of Engineering,IN BEHONSHONS,1,False
Bachelor of Engineering,IN BENGHONS,1,False
Bachelor of Engineering,India B E,1,False
Bachelor of Engineering,India B E N G,1,False
Bachelor of Engineering,India B Eng,1,False
Bachelor of Engineering,India BE,1,False
Bachelor of Engineering,India BEHONS,1,False
Bachelor of Engineering,India BEHONSHONS,1,False
Bachelor of Engineering,India BENG,1,False
Bachelor of Engineering,India BENGHONS,1,False
Bachelor of Engineering,Indian B E,1,False
Bachelor of Engineering,Indian B E N G,1,False
Bachelor of Engineering,Indian B Eng,1,False
Bachelor of Engineering,Indian BE,1,False
Bachelor of Engineering,Indian BEHONS,1,False
Bachelor of Engineering,Indian BEHONSHONS,1,False
Bachelor of Engineering,Indian BENG,1,False
Bachelor of Engineering,Indian BENGHONS,1,False
Bachelor of Engineering,UK B E N G,1,False
Bachelor of Engineering,UK BENGHONS,1,False
Bachelor of Engineering,US B E,1,False
Bachelor of Engineering,US B E N G,1,False
Bachelor of Engineering,US BE,1,False
Bachelor of Engineering,US BEng,1,False
Bachelor of Engineering,United Kingdom B E N G,1,False
Bachelor of Engineering,United Kingdom BENGHONS,1,False
Bachelor of Engineering,United Kingdom BEng,1,False
Bachelor of Engineering,United Kingdom BEng Hons,1,False
Bachelor of Engineering,United States B E,1,False
Bachelor of Engineering,United States B E N G,1,False
Bachelor of Engineering,United States BE,1,False
Bachelor of Engineering,United States BEng,1,False
Bachelor of Fine Arts,B F A,1,False
Bachelor of Fine Arts,BFA,1,False
Bachelor of Fine Arts,US B F A,1,False
Bachelor of Fine Arts,US BFA,1,False
Bachelor of Fine Arts,United States B F A,1,False
Bachelor of Fine Arts,United States BFA,1,False
Bachelor of Fine Arts,ed States Bachelor of Fine Arts,1,False
Bachelor of Fine Arts,nited States Fine Arts Bachelor,1,False
Bachelor of Laws,L L B,1,False
Bachelor of Laws,LLB,1,False
Bachelor of Laws,UK Bachelor of Law,1,False
Bachelor of Laws,UK Bachelor of Laws,1,False
Bachelor of Laws,UK L L B,1,False
Bachelor of Laws,UK LLB,1,False
Bachelor of Laws,United Kingdom Bachelor of Law,1,False
Bachelor of Laws,United Kingdom Bachelor of Laws,1,False
Bachelor of Laws,United Kingdom L L B,1,False
Bachelor of Laws,United Kingdom LLB,1,False
Bachelor of Medicine Bachelor of Surgery,B M B S,1,False
Bachelor of Medicine Bachelor of Surgery,BMBS,1,False
Bachelor of Medicine Bachelor of Surgery,M B B C H,1,False
Bachelor of Medicine Bachelor of Surgery,M B B S,1,False
Bachelor of Medicine Bachelor of Surgery,M B C H B,1,False
Bachelor of Medicine Bachelor of Surgery,MB ChB,1,False
Bachelor of Medicine Bachelor of Surgery,MBBCh,1,False
Bachelor of Medicine Bachelor of Surgery,MBBS,1,False
Bachelor of Medicine Bachelor of Surgery,UK B M B S,1,False
Bachelor of Medicine Bachelor of Surgery,UK BMBS,1,False
Bachelor of Medicine Bachelor of Surgery,UK M B B C H,1,False
Bachelor of Medicine Bachelor of Surgery,UK M B B S,1,False
Bachelor of Medicine Bachelor of Surgery,UK M B C H B,1,False
Bachelor of Medicine Bachelor of Surgery,UK MB ChB,1,False
Bachelor of Medicine Bachelor of Surgery,UK MBBCh,1,False
Bachelor of Medicine Bachelor of Surgery,UK MBBS,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom B M B S,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom BMBS,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom M B B C H,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom M B B S,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom M B C H B,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom M.B.C.H.B.,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom MB ChB,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom MBBCh,1,False
Bachelor of Medicine Bachelor of Surgery,United Kingdom MBBS,1,False
Bachelor of Music,B M,1,False
Bachelor of Music,B M U S,1,False
Bachelor of Music,BMus,1,False
Bachelor of Music,Bachelor of Engineering,1,False
Bachelor of Music,US B M,1,False
Bachelor of Music,US B M U S,1,False
Bachelor of Music,US BM,1,False
Bachelor of Music,US BMus,1,False
Bachelor of Music,US Bachelor of Music,1,False
Bachelor of Music,United States B M,1,False
Bachelor of Music,United States B M U S,1,False
Bachelor of Music,United States BM,1,False
Bachelor of Music,United States BMus,1,False
Bachelor of Music,United States Bachelor of Music,1,False
Bachelor of Science,IN B S C,1,False
Bachelor of Science,IN B Sc,1,False
Bachelor of Science,IN BSC,1,False
Bachelor of Science,IN BSC Hons,1,False
Bachelor of Science,India B S C,1,False
Bachelor of Science,India B Sc,1,False
Bachelor of Science,India BSC,1,False
Bachelor of Science,India BSC Hons,1,False
Bachelor of Science,India BSCHONS,1,False
Bachelor of Science,Indian B S C,1,False
Bachelor of Science,Indian B Sc,1,False
Bachelor of Science,Indian BSC,1,False
Bachelor of Science,Indian BSC Hons,1,False
Bachelor of Science,Indian BSCHONS,1,False
Bachelor of Science,S C B,1,False
Bachelor of Science,ScB,1,False
Bachelor of Science,UK B S C,1,False
Bachelor of Science,UK B Sc,1,False
Bachelor of Science,UK BSc,1,False
Bachelor of Science,UK BSc Hons,1,False
Bachelor of Science,US B S,1,False
Bachelor of Science,US BS,1,False
Bachelor of Science,US S C B,1,False
Bachelor of Science,US ScB,1,False
Bachelor of Science,United Kingdom B S C,1,False
Bachelor of Science,United Kingdom B Sc,1,False
Bachelor of Science,United Kingdom BSCHONS,1,False
Bachelor of Science,United Kingdom BSc,1,False
Bachelor of Science,United Kingdom BSc Hons,1,False
Bachelor of Science,United States B S,1,False
Bachelor of Science,United States BS,1,False
Bachelor of Science,United States S C B,1,False
Bachelor of Science,United States ScB,1,False
Bachelor of Science,achelor of Science with Honours,1,False
