expected_label,predicted_label,count,is_correct
Bachelor of Engineering||Artificial Intelligence and Machine Learning,Bachelor of Engineering||__NONE__,15,False
Bachelor of Engineering||Biotechnology Engineering,Bachelor of Engineering||__NONE__,15,False
Bachelor of Engineering||Computer Science and Engineering,Bachelor of Engineering||__NONE__,15,False
Bachelor of Engineering||Electrical Engineering,Bachelor of Engineering||__NONE__,15,False
Bachelor of Engineering||Electronics and Communication Engineering,Bachelor of Engineering||__NONE__,15,False
Bachelor of Engineering||Instrumentation Engineering,Bachelor of Engineering||__NONE__,15,False
Bachelor of Engineering||Production Engineering,Bachelor of Engineering||__NONE__,15,False
Bachelor of Engineering||Textile Engineering,Bachelor of Engineering||__NONE__,15,False
Bachelor of Technology||Aerospace Engineering,Bachelor of Technology||__NONE__,15,False
Bachelor of Technology||Artificial Intelligence and Machine Learning,Bachelor of Technology||__NONE__,15,False
Bachelor of Technology||Biotechnology Engineering,Bachelor of Technology||__NONE__,15,False
Bachelor of Technology||Computer Science and Engineering,Bachelor of Technology||__NONE__,15,False
Bachelor of Technology||Electrical Engineering,Bachelor of Technology||__NONE__,15,False
Bachelor of Technology||Electronics and Communication Engineering,Bachelor of Technology||__NONE__,15,False
Bachelor of Technology||Instrumentation Engineering,Bachelor of Technology||__NONE__,15,False
Bachelor of Technology||Production Engineering,Bachelor of Technology||__NONE__,15,False
Bachelor of Technology||Textile Engineering,Bachelor of Technology||__NONE__,15,False
Master of Business Administration||Accounting,Master of Business Administration||__NONE__,15,False
Master of Business Administration||Accounting,Master of Science||Accounting,15,False
Master of Business Administration||Banking and Finance,Master of Business Administration||__NONE__,15,False
Master of Business Administration||Banking and Finance,Master of Science||Banking and Finance,15,False
Master of Business Administration||Business Administration,Master of Business Administration||__NONE__,15,False
Master of Business Administration||Business Administration,Master of Science||Business Administration,15,False
Master of Business Administration||Commerce,Master of Science||Commerce,15,False
Master of Business Administration||Entrepreneurship,Master of Business Administration||__NONE__,15,False
Master of Business Administration||Entrepreneurship,Master of Science||Entrepreneurship,15,False
Master of Business Administration||Finance,Master of Science||Finance,15,False
Master of Business Administration||Human Resources Management,Master of Science||__NONE__,15,False
Master of Business Administration||International Business,Master of Business Administration||__NONE__,15,False
Master of Business Administration||International Business,Master of Science||International Business,15,False
Master of Business Administration||Marketing,Master of Business Administration||__NONE__,15,False
Master of Business Administration||Marketing,Master of Science||Marketing,15,False
Master of Business Administration||Operations Management,Master of Business Administration||__NONE__,15,False
Master of Business Administration||Operations Management,Master of Science||Operations Management,15,False
Master of Computer Applications||Computer Applications,Master of Computer Applications||__NONE__,15,False
Master of Computer Applications||Computer Applications,Master of Science||Computer Applications,15,False
Master of Engineering||Aerospace Engineering,Master of Engineering||__NONE__,15,False
Master of Engineering||Artificial Intelligence and Machine Learning,Master of Engineering||__NONE__,15,False
Master of Engineering||Biotechnology Engineering,Master of Engineering||__NONE__,15,False
Master of Engineering||Computer Science and Engineering,Master of Engineering||__NONE__,15,False
Master of Engineering||Electrical Engineering,Master of Engineering||__NONE__,15,False
Master of Engineering||Electronics and Communication Engineering,Master of Engineering||__NONE__,15,False
Master of Engineering||Instrumentation Engineering,Master of Engineering||__NONE__,15,False
Master of Engineering||Production Engineering,Master of Engineering||__NONE__,15,False
Master of Engineering||Textile Engineering,Master of Engineering||__NONE__,15,False
Master of Technology||Aerospace Engineering,Master of Technology||__NONE__,15,False
Master of Technology||Artificial Intelligence and Machine Learning,Master of Technology||__NONE__,15,False
Master of Technology||Biotechnology Engineering,Master of Technology||__NONE__,15,False
Master of Technology||Computer Science and Engineering,Master of Technology||__NONE__,15,False
Master of Technology||Electrical Engineering,Master of Technology||__NONE__,15,False
Master of Technology||Electronics and Communication Engineering,Master of Technology||__NONE__,15,False
Master of Technology||Instrumentation Engineering,Master of Technology||__NONE__,15,False
Master of Technology||Production Engineering,Master of Technology||__NONE__,15,False
Master of Technology||Textile Engineering,Master of Technology||__NONE__,15,False
Master of Business Administration||Finance,Master of Business Administration||__NONE__,14,False
Master of Business Administration||Commerce,Master of Business Administration||__NONE__,13,False
Bachelor of Business Administration||Banking and Finance,Bachelor of Business Administration||__NONE__,12,False
Bachelor of Business Administration||Business Administration,Bachelor of Business Administration||__NONE__,12,False
Bachelor of Business Administration||Entrepreneurship,Bachelor of Business Administration||__NONE__,12,False
Bachelor of Business Administration||International Business,Bachelor of Business Administration||__NONE__,12,False
Bachelor of Business Administration||Operations Management,Bachelor of Business Administration||__NONE__,12,False
Bachelor of Computer Applications||Computer Applications,Bachelor of Computer Applications||__NONE__,12,False
Master of Computer Applications||Computer Science (Applications),Master of Science||Computer Science (Applications),12,False
Post Graduate Diploma||__NONE__,Post Graduate Diploma||Business Administration,12,False
Bachelor of Business Administration||Accounting,Bachelor of Science||Accounting,10,False
Bachelor of Business Administration||Banking and Finance,Bachelor of Science||Banking and Finance,10,False
Bachelor of Business Administration||Business Administration,Bachelor of Science||Business Administration,10,False
Bachelor of Business Administration||Commerce,Bachelor of Science||Commerce,10,False
Bachelor of Business Administration||Entrepreneurship,Bachelor of Science||Entrepreneurship,10,False
Bachelor of Business Administration||Finance,Bachelor of Science||Finance,10,False
Bachelor of Business Administration||International Business,Bachelor of Science||International Business,10,False
Bachelor of Business Administration||Marketing,Bachelor of Science||Marketing,10,False
Bachelor of Business Administration||Operations Management,Bachelor of Science||Operations Management,10,False
Bachelor of Computer Applications||Computer Applications,Bachelor of Science||Computer Applications,10,False
Doctor of Philosophy||Computer Science and Engineering,__NONE__||__NONE__,10,False
Bachelor of Computer Applications||Computer Science (Applications),Bachelor of Science||Computer Science (Applications),9,False
Bachelor of Technology||__NONE__,Bachelor of Engineering||__NONE__,8,False
Doctor of Philosophy||Biochemistry,__NONE__||Biochemistry,8,False
Doctor of Philosophy||Bioinformatics,__NONE__||Bioinformatics,8,False
Doctor of Philosophy||Biology,__NONE__||Biology,8,False
Doctor of Philosophy||Botany,__NONE__||Botany,8,False
Doctor of Philosophy||Chemistry,__NONE__||Chemistry,8,False
Doctor of Philosophy||Geology,__NONE__||Geology,8,False
Doctor of Philosophy||Mathematics,__NONE__||Mathematics,8,False
Doctor of Philosophy||Microbiology,__NONE__||Microbiology,8,False
Doctor of Philosophy||Physics,__NONE__||Physics,8,False
Doctor of Philosophy||Statistics,__NONE__||Statistics,8,False
Doctor of Philosophy||Zoology,__NONE__||Zoology,8,False
Master of Computer Applications||Computer Science (Applications),Bachelor of Engineering||__NONE__,8,False
Bachelor of Computer Applications||__NONE__,Bachelor of Engineering||__NONE__,7,False
Bachelor of Science||Biochemistry,Bachelor of Science||__NONE__,7,False
Bachelor of Science||Bioinformatics,Bachelor of Science||__NONE__,7,False
Bachelor of Science||Botany,Bachelor of Science||__NONE__,7,False
Bachelor of Science||Geology,Bachelor of Science||Geography,7,False
Bachelor of Science||Mathematics,Bachelor of Science||__NONE__,7,False
Bachelor of Science||Microbiology,Bachelor of Science||__NONE__,7,False
Bachelor of Science||Statistics,Bachelor of Science||__NONE__,7,False
Master of Science||Biochemistry,Master of Science||__NONE__,7,False
Master of Science||Bioinformatics,Master of Science||__NONE__,7,False
Master of Science||Botany,Master of Science||__NONE__,7,False
Master of Science||Geology,Master of Science||Geography,7,False
Master of Science||Mathematics,Master of Science||__NONE__,7,False
Master of Science||Microbiology,Master of Science||__NONE__,7,False
Master of Science||Statistics,Master of Science||__NONE__,7,False
Bachelor of Business Administration||Accounting,Bachelor of Business Administration||__NONE__,6,False
Bachelor of Business Administration||Accounting,Bachelor of Science||__NONE__,6,False
Bachelor of Business Administration||Commerce,Bachelor of Business Administration||__NONE__,6,False
Bachelor of Business Administration||Commerce,Bachelor of Science||__NONE__,6,False
Bachelor of Business Administration||Finance,Bachelor of Business Administration||__NONE__,6,False
Bachelor of Business Administration||Finance,Bachelor of Science||__NONE__,6,False
Bachelor of Business Administration||Marketing,Bachelor of Business Administration||__NONE__,6,False
Bachelor of Business Administration||Marketing,Bachelor of Science||__NONE__,6,False
Bachelor of Computer Applications||Computer Science (Applications),Bachelor of Computer Applications||__NONE__,6,False
Bachelor of Engineering||__NONE__,Master of Engineering||__NONE__,6,False
Doctor of Philosophy||Biochemistry,Doctor of Philosophy||__NONE__,6,False
Doctor of Philosophy||Bioinformatics,Doctor of Philosophy||__NONE__,6,False
Doctor of Philosophy||Botany,Doctor of Philosophy||__NONE__,6,False
Doctor of Philosophy||Geology,Doctor of Philosophy||Geography,6,False
Doctor of Philosophy||Mathematics,Doctor of Philosophy||__NONE__,6,False
Doctor of Philosophy||Microbiology,Doctor of Philosophy||__NONE__,6,False
Doctor of Philosophy||Statistics,Doctor of Philosophy||__NONE__,6,False
Master of Computer Applications||Computer Science (Applications),Master of Computer Applications||__NONE__,6,False
Bachelor of Business Administration||Human Resources Management,Bachelor of Science||Human Resources Management,5,False
Bachelor of Business Administration||Human Resources Management,Bachelor of Science||__NONE__,5,False
Bachelor of Science||__NONE__,__NONE__||__NONE__,5,False
Bachelor of Technology||__NONE__,Master of Engineering||__NONE__,5,False
Master of Business Administration||Business Administration,__NONE__||Business Administration,5,False
Master of Business Administration||Human Resources Management,__NONE__||__NONE__,5,False
Master of Science||Computer Science and Engineering,__NONE__||__NONE__,5,False
Master of Technology||__NONE__,Master of Engineering||__NONE__,5,False
10th Standard||__NONE__,Master of Arts||__NONE__,4,False
12th Standard||__NONE__,__NONE__||__NONE__,4,False
Bachelor of Computer Applications||Computer Science (Applications),Bachelor of Engineering||__NONE__,4,False
Master of Business Administration||Accounting,__NONE__||Accounting,4,False
Master of Business Administration||Banking and Finance,__NONE__||Banking and Finance,4,False
Master of Business Administration||Commerce,__NONE__||Commerce,4,False
Master of Business Administration||Entrepreneurship,__NONE__||Entrepreneurship,4,False
Master of Business Administration||Finance,__NONE__||Finance,4,False
Master of Business Administration||International Business,__NONE__||International Business,4,False
Master of Business Administration||Marketing,__NONE__||Marketing,4,False
Master of Business Administration||Operations Management,__NONE__||Operations Management,4,False
Master of Computer Applications||Computer Applications,__NONE__||Computer Applications,4,False
Master of Computer Applications||Computer Science (Applications),__NONE__||Computer Science (Applications),4,False
Master of Science||Biochemistry,__NONE__||Biochemistry,4,False
Master of Science||Bioinformatics,__NONE__||Bioinformatics,4,False
Master of Science||Biology,__NONE__||Biology,4,False
Master of Science||Botany,__NONE__||Botany,4,False
Master of Science||Chemistry,__NONE__||Chemistry,4,False
Master of Science||Geology,__NONE__||Geology,4,False
Master of Science||Mathematics,__NONE__||Mathematics,4,False
Master of Science||Microbiology,__NONE__||Microbiology,4,False
Master of Science||Physics,__NONE__||Physics,4,False
Master of Science||Statistics,__NONE__||Statistics,4,False
Master of Science||Zoology,__NONE__||Zoology,4,False
Post Graduate Diploma||Banking and Finance,Post Graduate Diploma||__NONE__,4,False
Post Graduate Diploma||Business Administration,Post Graduate Diploma||__NONE__,4,False
Post Graduate Diploma||International Business,Post Graduate Diploma||__NONE__,4,False
Post Graduate Diploma||Operations Management,Post Graduate Diploma||__NONE__,4,False
10th Standard||__NONE__,__NONE__||__NONE__,3,False
Bachelor of Business Administration||__NONE__,Bachelor of Arts||__NONE__,3,False
Bachelor of Technology||__NONE__,Master of Technology||__NONE__,3,False
Diploma in Engineering||Chemical Engineering,Diploma in Engineering||__NONE__,3,False
Diploma in Engineering||Civil Engineering,Diploma in Engineering||__NONE__,3,False
Diploma in Engineering||Cybersecurity,Diploma in Engineering||__NONE__,3,False
Diploma in Engineering||Data Science,Diploma in Engineering||__NONE__,3,False
Diploma in Engineering||Environmental Engineering,Diploma in Engineering||__NONE__,3,False
Diploma in Engineering||Food Technology,Diploma in Engineering||__NONE__,3,False
Diploma in Engineering||Information Technology,Diploma in Engineering||__NONE__,3,False
Diploma in Engineering||Mechanical Engineering,Diploma in Engineering||__NONE__,3,False
Diploma in Engineering||Mining Engineering,Diploma in Engineering||__NONE__,3,False
Diploma in Engineering||Software Engineering,Diploma in Engineering||__NONE__,3,False
Master of Arts||__NONE__,__NONE__||__NONE__,3,False
Master of Computer Applications||__NONE__,Bachelor of Engineering||__NONE__,3,False
Post Graduate Diploma||Accounting,Diploma in Engineering||__NONE__,3,False
Post Graduate Diploma||Commerce,Diploma in Engineering||__NONE__,3,False
Post Graduate Diploma||Finance,Diploma in Engineering||__NONE__,3,False
Post Graduate Diploma||Marketing,Diploma in Engineering||__NONE__,3,False
Bachelor of Arts||__NONE__,Bachelor of Computer Applications||__NONE__,2,False
Bachelor of Computer Applications||__NONE__,Bachelor of Arts||__NONE__,2,False
Bachelor of Computer Applications||__NONE__,Bachelor of Commerce||__NONE__,2,False
Bachelor of Engineering||__NONE__,Bachelor of Technology||__NONE__,2,False
Bachelor of Engineering||__NONE__,Diploma in Engineering||__NONE__,2,False
Bachelor of Engineering||__NONE__,Master of Technology||__NONE__,2,False
Bachelor of Technology||__NONE__,Diploma in Engineering||__NONE__,2,False
Doctor of Philosophy||__NONE__,__NONE__||__NONE__,2,False
Master of Business Administration||Commerce,Master of Commerce||__NONE__,2,False
Master of Business Administration||__NONE__,Master of Arts||__NONE__,2,False
Master of Commerce||__NONE__,M oCm||__NONE__,2,False
Master of Computer Applications||__NONE__,Master of Arts||__NONE__,2,False
Master of Technology||__NONE__,M eTch||__NONE__,2,False
Post Graduate Diploma||Entrepreneurship,Diploma in Engineering||__NONE__,2,False
Post Graduate Diploma||Entrepreneurship,Post Graduate Diploma||__NONE__,2,False
10th Standard||__NONE__,SCS Hons||__NONE__,1,False
10th Standard||__NONE__,X Hns||__NONE__,1,False
10th Standard||__NONE__,X oHns||__NONE__,1,False
12th Standard||__NONE__,HCS Hons||__NONE__,1,False
12th Standard||__NONE__,ICS Hons||__NONE__,1,False
12th Standard||__NONE__,Plu||__NONE__,1,False
Bachelor of Arts||__NONE__,Bachelor of Engineering||__NONE__,1,False
Bachelor of Arts||__NONE__,Bachelo||__NONE__,1,False
Bachelor of Business Administration||Accounting,B.cS in Accounting||Accounting,1,False
Bachelor of Business Administration||Accounting,B.cS. in Accounting||Accounting,1,False
Bachelor of Business Administration||Accounting,BCS in Accounting||Accounting,1,False
Bachelor of Business Administration||Accounting,BcS Hons in Accounting||Accounting,1,False
Bachelor of Business Administration||Accounting,BcS in Accounting||Accounting,1,False
Bachelor of Business Administration||Banking and Finance,B.cS in Banking and Finance||Banking and Finance,1,False
Bachelor of Business Administration||Banking and Finance,B.cS. in Banking and Finance||Banking and Finance,1,False
Bachelor of Business Administration||Banking and Finance,BCS in Banking and Finance||Banking and Finance,1,False
Bachelor of Business Administration||Banking and Finance,BcS Hons in Banking and Finance||Banking and Finance,1,False
Bachelor of Business Administration||Banking and Finance,BcS in Banking and Finance||Banking and Finance,1,False
Bachelor of Business Administration||Business Administration,B.cS in Business Administration||Business Administration,1,False
Bachelor of Business Administration||Business Administration,BCS in Business Administration||Business Administration,1,False
Bachelor of Business Administration||Business Administration,BcS in Business Administration||Business Administration,1,False
Bachelor of Business Administration||Commerce,B.cS in Commerce||Commerce,1,False
Bachelor of Business Administration||Commerce,B.cS. in Commerce||Commerce,1,False
Bachelor of Business Administration||Commerce,BCS in Commerce||Commerce,1,False
Bachelor of Business Administration||Commerce,BcS Hons in Commerce||Commerce,1,False
Bachelor of Business Administration||Commerce,BcS in Commerce||Commerce,1,False
Bachelor of Business Administration||Entrepreneurship,B.cS in Entrepreneurship||Entrepreneurship,1,False
Bachelor of Business Administration||Entrepreneurship,B.cS. in Entrepreneurship||Entrepreneurship,1,False
Bachelor of Business Administration||Entrepreneurship,BCS in Entrepreneurship||Entrepreneurship,1,False
Bachelor of Business Administration||Entrepreneurship,BcS Hons in Entrepreneurship||Entrepreneurship,1,False
Bachelor of Business Administration||Entrepreneurship,BcS in Entrepreneurship||Entrepreneurship,1,False
Bachelor of Business Administration||Finance,B.cS in Finance||Finance,1,False
Bachelor of Business Administration||Finance,B.cS. in Finance||Finance,1,False
Bachelor of Business Administration||Finance,BCS in Finance||Finance,1,False
Bachelor of Business Administration||Finance,BcS Hons in Finance||Finance,1,False
Bachelor of Business Administration||Finance,BcS in Finance||Finance,1,False
Bachelor of Business Administration||International Business,B.cS in International Business||International Business,1,False
Bachelor of Business Administration||International Business,B.cS. in International Business||International Business,1,False
Bachelor of Business Administration||International Business,BCS in International Business||International Business,1,False
Bachelor of Business Administration||International Business,BcS in International Business||International Business,1,False
Bachelor of Business Administration||Marketing,B.cS in Marketing||Marketing,1,False
Bachelor of Business Administration||Marketing,B.cS. in Marketing||Marketing,1,False
Bachelor of Business Administration||Marketing,BCS in Marketing||Marketing,1,False
Bachelor of Business Administration||Marketing,BcS Hons in Marketing||Marketing,1,False
Bachelor of Business Administration||Marketing,BcS in Marketing||Marketing,1,False
Bachelor of Business Administration||Operations Management,B.cS in Operations Management||Operations Management,1,False
Bachelor of Business Administration||Operations Management,B.cS. in Operations Management||Operations Management,1,False
Bachelor of Business Administration||Operations Management,BCS in Operations Management||Operations Management,1,False
Bachelor of Business Administration||Operations Management,BcS in Operations Management||Operations Management,1,False
Bachelor of Business Administration||__NONE__,Bachelor of Science||__NONE__,1,False
Bachelor of Commerce||__NONE__,Bachelor of Arts||__NONE__,1,False
Bachelor of Computer Applications||Computer Applications,B.cS in Computer Applications||Computer Applications,1,False
Bachelor of Computer Applications||Computer Applications,B.cS. in Computer Applications||Computer Applications,1,False
Bachelor of Computer Applications||Computer Applications,BCS in Computer Applications||Computer Applications,1,False
Bachelor of Computer Applications||Computer Applications,BcS in Computer Applications||Computer Applications,1,False
Bachelor of Computer Applications||Computer Science (Applications),Bachelor of Computer Applications||Computer Science and Engineering,1,False
Bachelor of Engineering||Business Administration,Bachelor of Engineering||__NONE__,1,False
Bachelor of Engineering||Cybersecurity,Bachelor of Engineering||__NONE__,1,False
Bachelor of Engineering||Data Science,Bachelor of Engineering||__NONE__,1,False
Bachelor of Engineering||Environmental Engineering,Bachelor of Engineering||__NONE__,1,False
Bachelor of Engineering||Finance,Bachelor of Engineering||__NONE__,1,False
Bachelor of Engineering||Food Technology,Bachelor of Engineering||__NONE__,1,False
Bachelor of Engineering||Information Technology,Bachelor of Engineering||__NONE__,1,False
Bachelor of Engineering||Mathematics,Bachelor of Engineering||__NONE__,1,False
Bachelor of Engineering||__NONE__,Engg of Engin||__NONE__,1,False
Bachelor of Science||Biochemistry,B.cS in Biochemistry||Biochemistry,1,False
Bachelor of Science||Biochemistry,B.cS. in Biochemistry||Biochemistry,1,False
Bachelor of Science||Biochemistry,BCS in Biochemistry||Biochemistry,1,False
Bachelor of Science||Biochemistry,BcS Hons in Biochemistry||Biochemistry,1,False
Bachelor of Science||Biochemistry,BcS in Biochemistry||Biochemistry,1,False
Bachelor of Science||Bioinformatics,B.cS in Bioinformatics||Bioinformatics,1,False
Bachelor of Science||Bioinformatics,B.cS. in Bioinformatics||Bioinformatics,1,False
Bachelor of Science||Bioinformatics,BCS in Bioinformatics||Bioinformatics,1,False
Bachelor of Science||Bioinformatics,BcS Hons in Bioinformatics||Bioinformatics,1,False
Bachelor of Science||Bioinformatics,BcS in Bioinformatics||Bioinformatics,1,False
Bachelor of Science||Biology,B.cS in Biology||Biology,1,False
Bachelor of Science||Biology,B.cS. in Biology||Biology,1,False
Bachelor of Science||Biology,BCS in Biology||Biology,1,False
Bachelor of Science||Biology,BcS Hons in Biology||Biology,1,False
Bachelor of Science||Biology,BcS in Biology||Biology,1,False
Bachelor of Science||Botany,B.cS in Botany||Botany,1,False
Bachelor of Science||Botany,B.cS. in Botany||Botany,1,False
Bachelor of Science||Botany,BCS in Botany||Botany,1,False
Bachelor of Science||Botany,BcS Hons in Botany||Botany,1,False
Bachelor of Science||Botany,BcS in Botany||Botany,1,False
Bachelor of Science||Chemistry,B.cS in Chemistry||Chemistry,1,False
Bachelor of Science||Chemistry,B.cS. in Chemistry||Chemistry,1,False
Bachelor of Science||Chemistry,BCS in Chemistry||Chemistry,1,False
Bachelor of Science||Chemistry,BcS Hons in Chemistry||Chemistry,1,False
Bachelor of Science||Chemistry,BcS in Chemistry||Chemistry,1,False
Bachelor of Science||Geology,B.cS in Geology||Geology,1,False
Bachelor of Science||Geology,B.cS. in Geology||Geology,1,False
Bachelor of Science||Geology,BCS in Geology||Geology,1,False
Bachelor of Science||Geology,BcS Hons in Geology||Geology,1,False
Bachelor of Science||Geology,BcS in Geology||Geology,1,False
Bachelor of Science||Mathematics,B.cS in Mathematics||Mathematics,1,False
Bachelor of Science||Mathematics,B.cS. in Mathematics||Mathematics,1,False
Bachelor of Science||Mathematics,BCS in Mathematics||Mathematics,1,False
Bachelor of Science||Mathematics,BcS Hons in Mathematics||Mathematics,1,False
Bachelor of Science||Mathematics,BcS in Mathematics||Mathematics,1,False
Bachelor of Science||Microbiology,B.cS in Microbiology||Microbiology,1,False
Bachelor of Science||Microbiology,B.cS. in Microbiology||Microbiology,1,False
Bachelor of Science||Microbiology,BCS in Microbiology||Microbiology,1,False
Bachelor of Science||Microbiology,BcS Hons in Microbiology||Microbiology,1,False
Bachelor of Science||Microbiology,BcS in Microbiology||Microbiology,1,False
Bachelor of Science||Physics,B.cS in Physics||Physics,1,False
Bachelor of Science||Physics,B.cS. in Physics||Physics,1,False
Bachelor of Science||Physics,BCS in Physics||Physics,1,False
Bachelor of Science||Physics,BcS Hons in Physics||Physics,1,False
Bachelor of Science||Physics,BcS in Physics||Physics,1,False
Bachelor of Science||Statistics,B.cS in Statistics||Statistics,1,False
Bachelor of Science||Statistics,B.cS. in Statistics||Statistics,1,False
Bachelor of Science||Statistics,BCS in Statistics||Statistics,1,False
Bachelor of Science||Statistics,BcS Hons in Statistics||Statistics,1,False
Bachelor of Science||Statistics,BcS in Statistics||Statistics,1,False
Bachelor of Science||Zoology,B.cS in Zoology||Zoology,1,False
Bachelor of Science||Zoology,B.cS. in Zoology||Zoology,1,False
Bachelor of Science||Zoology,BCS in Zoology||Zoology,1,False
Bachelor of Science||Zoology,BcS Hons in Zoology||Zoology,1,False
Bachelor of Science||Zoology,BcS in Zoology||Zoology,1,False
Bachelor of Science||__NONE__,B.CS.||__NONE__,1,False
Bachelor of Science||__NONE__,B.cS Hons||__NONE__,1,False
Bachelor of Science||__NONE__,B.cS. Hons||__NONE__,1,False
Bachelor of Science||__NONE__,B.cS.||__NONE__,1,False
Bachelor of Science||__NONE__,BCS HONS||__NONE__,1,False
Bachelor of Science||__NONE__,BCS Hons||__NONE__,1,False
Bachelor of Science||__NONE__,Bachelor of Arts||__NONE__,1,False
Bachelor of Science||__NONE__,Bachelor of Engineering||__NONE__,1,False
Bachelor of Science||__NONE__,Bachler in Science||__NONE__,1,False
Bachelor of Science||__NONE__,Bachllor in Science||__NONE__,1,False
Bachelor of Science||__NONE__,BcS Hons Hons||__NONE__,1,False
Bachelor of Science||__NONE__,BcS Hons||__NONE__,1,False
Bachelor of Science||__NONE__,Bcaheler in Science||__NONE__,1,False
Bachelor of Science||__NONE__,Bcahellor in Science||__NONE__,1,False
Bachelor of Science||__NONE__,Diploma in Engineering||__NONE__,1,False
Bachelor of Science||__NONE__,Egninering in Science||__NONE__,1,False
Bachelor of Science||__NONE__,Engnering in Science||__NONE__,1,False
Bachelor of Science||__NONE__,Tcenolgy in Science||__NONE__,1,False
Bachelor of Science||__NONE__,Tecnlgy in Science||__NONE__,1,False
Bachelor of Science||__NONE__,Tecnlogy in Science||__NONE__,1,False
Bachelor of Science||__NONE__,b.cs.||__NONE__,1,False
Bachelor of Science||__NONE__,bcs hons||__NONE__,1,False
Bachelor of Technology||Business Administration,Bachelor of Technology||__NONE__,1,False
